Class,CBO,DIT,LOC
"org.wildfly.extension.mod_cluster.ProxyListValidator",2,1,33
"org.wildfly.extension.mod_cluster.SessionDrainingStrategyChecker",2,3,19
"org.wildfly.extension.mod_cluster.ZeroToNegativeOneParameterCorrector",1,1,26
"org.wildfly.extension.picketlink.common.model.AbstractResourceDefinition",30,2,94
"org.wildfly.extension.picketlink.common.model.ModelElement",57,n/a,138
"org.wildfly.extension.picketlink.common.model.XMLElement",5,n/a,32
"org.wildfly.extension.picketlink.common.model.validator.AlternativeAttributeValidationStepHandler",7,1,45
"org.wildfly.extension.picketlink.common.model.validator.ElementMaxOccurrenceValidationStepHandler",5,1,28
"org.wildfly.extension.picketlink.common.model.validator.NotEmptyResourceValidationStepHandler",6,1,20
"org.wildfly.extension.picketlink.common.model.validator.RequiredChildValidationStepHandler",6,1,22
"org.wildfly.extension.picketlink.common.model.validator.UniqueTypeValidationStepHandler",3,1,31
"org.wildfly.extension.picketlink.common.parser.ModelXMLElementWriter",5,1,68
"org.wildfly.extension.picketlink.federation.FederationExtension",22,1,38
"org.wildfly.extension.picketlink.federation.FederationSubsystemAdd",6,3,21
"org.wildfly.extension.picketlink.federation.FederationSubsystemRootResourceDefinition",3,2,22
"org.wildfly.extension.picketlink.federation.Namespace",7,n/a,97
"org.wildfly.extension.picketlink.federation.config.IDPConfiguration",7,3,74
"org.wildfly.extension.picketlink.federation.config.SPConfiguration",4,3,42
"org.wildfly.extension.picketlink.federation.deployment.FederationDependencyProcessor",7,1,57
"org.wildfly.extension.picketlink.federation.deployment.FederationDeploymentProcessor",4,1,23
"org.wildfly.extension.picketlink.federation.metrics.AbstractPicketLinkMetricsOperationHandler",7,1,62
"org.wildfly.extension.picketlink.federation.metrics.PicketLinkSubsystemMetrics",6,2,98
"org.wildfly.extension.picketlink.federation.model.AbstractEntityProviderAddHandler",6,2,22
"org.wildfly.extension.picketlink.federation.model.AbstractFederationResourceDefinition",16,3,31
"org.wildfly.extension.picketlink.federation.model.FederationAddHandler",3,2,32
"org.wildfly.extension.picketlink.federation.model.FederationRemoveHandler",2,2,17
"org.wildfly.extension.picketlink.federation.model.FederationResourceDefinition",12,4,27
"org.wildfly.extension.picketlink.federation.model.handlers.HandlerAddHandler",8,2,47
"org.wildfly.extension.picketlink.federation.model.handlers.HandlerParameterAddHandler",5,2,36
"org.wildfly.extension.picketlink.federation.model.handlers.HandlerParameterRemoveHandler",3,2,19
"org.wildfly.extension.picketlink.federation.model.handlers.HandlerParameterResourceDefinition",7,4,13
"org.wildfly.extension.picketlink.federation.model.handlers.HandlerRemoveHandler",3,2,19
"org.wildfly.extension.picketlink.federation.model.handlers.HandlerResourceDefinition",13,4,43
"org.wildfly.extension.picketlink.federation.model.handlers.HandlerTypeEnum",2,n/a,47
"org.wildfly.extension.picketlink.federation.model.idp.AttributeManagerResourceDefinition",8,4,24
"org.wildfly.extension.picketlink.federation.model.idp.AttributeManagerTypeEnum",2,n/a,39
"org.wildfly.extension.picketlink.federation.model.idp.IdentityProviderAddHandler",18,3,123
"org.wildfly.extension.picketlink.federation.model.idp.IdentityProviderConfigAddStepHandler",7,3,49
"org.wildfly.extension.picketlink.federation.model.idp.IdentityProviderConfigRemoveStepHandler",5,3,21
"org.wildfly.extension.picketlink.federation.model.idp.IdentityProviderMetricsOperationHandler",5,2,42
"org.wildfly.extension.picketlink.federation.model.idp.IdentityProviderRemoveHandler",3,2,19
"org.wildfly.extension.picketlink.federation.model.idp.IdentityProviderResourceDefinition",15,4,88
"org.wildfly.extension.picketlink.federation.model.idp.IdentityProviderValidationStepHandler",5,2,23
"org.wildfly.extension.picketlink.federation.model.idp.RoleGeneratorResourceDefinition",8,4,24
"org.wildfly.extension.picketlink.federation.model.idp.RoleGeneratorTypeEnum",2,n/a,39
"org.wildfly.extension.picketlink.federation.model.idp.TrustDomainAddHandler",6,2,42
"org.wildfly.extension.picketlink.federation.model.idp.TrustDomainRemoveHandler",3,2,20
"org.wildfly.extension.picketlink.federation.model.idp.TrustDomainResourceDefinition",10,4,31
"org.wildfly.extension.picketlink.federation.model.keystore.KeyAddHandler",5,2,39
"org.wildfly.extension.picketlink.federation.model.keystore.KeyRemoveHandler",3,2,20
"org.wildfly.extension.picketlink.federation.model.keystore.KeyResourceDefinition",8,4,13
"org.wildfly.extension.picketlink.federation.model.keystore.KeyStoreProviderAddHandler",5,2,60
"org.wildfly.extension.picketlink.federation.model.keystore.KeyStoreProviderRemoveHandler",3,2,19
"org.wildfly.extension.picketlink.federation.model.keystore.KeyStoreProviderResourceDefinition",13,4,74
"org.wildfly.extension.picketlink.federation.model.parser.AbstractFederationSubsystemReader",23,1,236
"org.wildfly.extension.picketlink.federation.model.parser.FederationSubsystemReader_1_0",8,2,34
"org.wildfly.extension.picketlink.federation.model.parser.FederationSubsystemReader_2_0",7,2,25
"org.wildfly.extension.picketlink.federation.model.parser.FederationSubsystemWriter",5,1,51
"org.wildfly.extension.picketlink.federation.model.saml.SAMLAddHandler",5,2,48
"org.wildfly.extension.picketlink.federation.model.saml.SAMLRemoveHandler",3,2,18
"org.wildfly.extension.picketlink.federation.model.saml.SAMLResourceDefinition",9,4,52
"org.wildfly.extension.picketlink.federation.model.sp.ServiceProviderAddHandler",8,3,70
"org.wildfly.extension.picketlink.federation.model.sp.ServiceProviderMetricsOperationHandler",5,2,28
"org.wildfly.extension.picketlink.federation.model.sp.ServiceProviderRemoveHandler",3,2,18
"org.wildfly.extension.picketlink.federation.model.sp.ServiceProviderResourceDefinition",11,4,79
"org.wildfly.extension.picketlink.federation.service.DomainModelConfigProvider",5,2,82
"org.wildfly.extension.picketlink.federation.service.EntityProviderService",18,1,221
"org.wildfly.extension.picketlink.federation.service.FederationService",13,1,47
"org.wildfly.extension.picketlink.federation.service.IdentityProviderService",15,2,54
"org.wildfly.extension.picketlink.federation.service.KeyService",4,1,34
"org.wildfly.extension.picketlink.federation.service.KeyStoreProviderService",7,1,83
"org.wildfly.extension.picketlink.federation.service.SAMLService",5,1,34
"org.wildfly.extension.picketlink.federation.service.ServiceProviderService",13,2,39
"org.wildfly.extension.picketlink.federation.service.TrustDomainService",4,1,30
"org.wildfly.extension.picketlink.idm.IDMExtension",13,1,45
"org.wildfly.extension.picketlink.idm.IDMSubsystemAdd",2,2,10
"org.wildfly.extension.picketlink.idm.IDMSubsystemRootResourceDefinition",3,2,21
"org.wildfly.extension.picketlink.idm.Namespace",5,n/a,97
"org.wildfly.extension.picketlink.idm.config.JPAStoreSubsystemConfiguration",4,3,51
"org.wildfly.extension.picketlink.idm.config.JPAStoreSubsystemConfigurationBuilder",3,5,35
"org.wildfly.extension.picketlink.idm.jpa.transaction.TransactionalEntityManagerHelper",3,1,39
"org.wildfly.extension.picketlink.idm.jpa.transaction.TransactionalEntityManagerSynchronization",1,1,37
"org.wildfly.extension.picketlink.idm.model.AbstractIDMResourceDefinition",15,3,34
"org.wildfly.extension.picketlink.idm.model.AbstractIdentityStoreResourceDefinition",7,4,13
"org.wildfly.extension.picketlink.idm.model.AttributedTypeEnum",4,n/a,53
"org.wildfly.extension.picketlink.idm.model.CredentialHandlerResourceDefinition",12,4,48
"org.wildfly.extension.picketlink.idm.model.CredentialTypeEnum",3,n/a,42
"org.wildfly.extension.picketlink.idm.model.DefaultRemoveStepHandler",4,3,29
"org.wildfly.extension.picketlink.idm.model.FileStoreResourceDefinition",12,5,41
"org.wildfly.extension.picketlink.idm.model.IDMConfigAddStepHandler",15,3,70
"org.wildfly.extension.picketlink.idm.model.IDMConfigWriteAttributeHandler",6,3,32
"org.wildfly.extension.picketlink.idm.model.IdentityConfigurationRemoveStepHandler",7,3,40
"org.wildfly.extension.picketlink.idm.model.IdentityConfigurationResourceDefinition",13,4,21
"org.wildfly.extension.picketlink.idm.model.IdentityStoreRemoveStepHandler",6,3,41
"org.wildfly.extension.picketlink.idm.model.JPAStoreResourceDefinition",12,5,44
"org.wildfly.extension.picketlink.idm.model.LDAPStoreAttributeResourceDefinition",7,4,29
"org.wildfly.extension.picketlink.idm.model.LDAPStoreMappingResourceDefinition",12,4,63
"org.wildfly.extension.picketlink.idm.model.LDAPStoreResourceDefinition",14,5,47
"org.wildfly.extension.picketlink.idm.model.PartitionManagerAddHandler",29,2,328
"org.wildfly.extension.picketlink.idm.model.PartitionManagerRemoveHandler",6,2,40
"org.wildfly.extension.picketlink.idm.model.PartitionManagerResourceDefinition",9,4,24
"org.wildfly.extension.picketlink.idm.model.SupportedTypeResourceDefinition",11,4,51
"org.wildfly.extension.picketlink.idm.model.SupportedTypesResourceDefinition",10,4,18
"org.wildfly.extension.picketlink.idm.model.parser.AbstractIDMSubsystemReader",25,1,270
"org.wildfly.extension.picketlink.idm.model.parser.IDMSubsystemReader_1_0",11,2,58
"org.wildfly.extension.picketlink.idm.model.parser.IDMSubsystemReader_2_0",2,2,7
"org.wildfly.extension.picketlink.idm.model.parser.IDMSubsystemWriter",4,1,47
"org.wildfly.extension.picketlink.idm.service.FileIdentityStoreService",1,1,29
"org.wildfly.extension.picketlink.idm.service.JPAIdentityStoreService",7,1,171
"org.wildfly.extension.picketlink.idm.service.JPAIdentityStoreService.EntityManagerInvocationHandler",1,1,40
"org.wildfly.extension.picketlink.idm.service.PartitionManagerService",16,1,74
"org.wildfly.extension.rts.RTSSubsystemAdd",14,3,93
"org.wildfly.extension.rts.RTSSubsystemDefinition",5,2,42
"org.wildfly.extension.rts.RTSSubsystemExtension",5,1,43
"org.wildfly.extension.rts.RTSSubsystemParser",5,1,67
"org.wildfly.extension.rts.RTSSubsystemRemove",3,2,18
"org.wildfly.extension.rts.configuration.Attribute",3,n/a,37
"org.wildfly.extension.rts.configuration.Element",1,n/a,33
"org.wildfly.extension.rts.deployment.InboundBridgeDeploymentProcessor",3,1,51
"org.wildfly.extension.rts.jaxrs.AbstractRTSApplication",3,2,64
"org.wildfly.extension.rts.jaxrs.CoordinatorApplication",2,3,23
"org.wildfly.extension.rts.jaxrs.ParticipantApplication",2,3,14
"org.wildfly.extension.rts.jaxrs.VolatileParticipantApplication",2,3,13
"org.wildfly.extension.rts.service.AbstractRTSService",6,1,68
"org.wildfly.extension.rts.service.CoordinatorService",4,2,31
"org.wildfly.extension.rts.service.InboundBridgeService",2,1,57
"org.wildfly.extension.rts.service.ParticipantService",4,2,32
"org.wildfly.extension.rts.service.VolatileParticipantService",4,2,32
"org.wildfly.extension.security.manager.Constants",5,1,20
"org.wildfly.extension.security.manager.DeploymentPermissionsResourceDefinition",5,3,51
"org.wildfly.extension.security.manager.Namespace",2,n/a,38
"org.wildfly.extension.security.manager.SecurityManagerExtension",6,1,34
"org.wildfly.extension.security.manager.SecurityManagerRootDefinition",4,3,22
"org.wildfly.extension.security.manager.SecurityManagerSubsystemAdd",8,2,126
"org.wildfly.extension.security.manager.SecurityManagerSubsystemParser",5,2,27
"org.wildfly.extension.security.manager.deployment.PermissionsParser",4,2,200
"org.wildfly.extension.security.manager.deployment.PermissionsParser.Attribute",1,n/a,49
"org.wildfly.extension.security.manager.deployment.PermissionsParser.Element",1,n/a,61
"org.wildfly.extension.security.manager.deployment.PermissionsParserProcessor",2,1,121
"org.wildfly.extension.security.manager.deployment.PermissionsValidationProcessor",2,1,52
"org.wildfly.extension.undertow.AbstractHandlerDefinition",6,3,49
"org.wildfly.extension.undertow.AbstractHandlerDefinition.DefaultHandlerRemove",1,2,4
"org.wildfly.extension.undertow.AbstractPersistentSessionManager",7,1,99
"org.wildfly.extension.undertow.AbstractPersistentSessionManager.SessionEntry",3,1,14
"org.wildfly.extension.undertow.AbstractUndertowEventListener",4,1,30
"org.wildfly.extension.undertow.AccessLogAdd",5,2,45
"org.wildfly.extension.undertow.AccessLogDefinition",11,3,80
"org.wildfly.extension.undertow.AccessLogRemove",3,2,18
"org.wildfly.extension.undertow.AccessLogService",5,1,116
"org.wildfly.extension.undertow.AjpListenerAdd",5,3,26
"org.wildfly.extension.undertow.AjpListenerResourceDefinition",12,4,26
"org.wildfly.extension.undertow.AjpListenerService",6,2,49
"org.wildfly.extension.undertow.BufferCacheAdd",2,2,27
"org.wildfly.extension.undertow.BufferCacheDefinition",11,3,38
"org.wildfly.extension.undertow.BufferCacheService",3,1,27
"org.wildfly.extension.undertow.ConsoleRedirectService",4,1,43
"org.wildfly.extension.undertow.ConsoleRedirectService.ConsoleRedirectHandler",2,1,72
"org.wildfly.extension.undertow.CrawlerSessionManagementDefinition",8,3,53
"org.wildfly.extension.undertow.CrawlerSessionManagementDefinition.CrawlerSessionManagementAdd",4,3,19
"org.wildfly.extension.undertow.CrawlerSessionManagementDefinition.CrawlerSessionManagementRemove",4,3,13
"org.wildfly.extension.undertow.DefaultResponseCodeHandler",1,1,24
"org.wildfly.extension.undertow.DeploymentDefinition",6,2,22
"org.wildfly.extension.undertow.DeploymentDefinition.SessionManagerStatsHandler",5,2,84
"org.wildfly.extension.undertow.DeploymentDefinition.SessionStat",2,n/a,34
"org.wildfly.extension.undertow.DeploymentServletDefinition",6,2,58
"org.wildfly.extension.undertow.DeploymentServletDefinition.AbstractMetricsHandler",5,1,33
"org.wildfly.extension.undertow.DeploymentWebSocketDefinition",1,2,17
"org.wildfly.extension.undertow.DiskBasedModularPersistentSessionManager",4,2,84
"org.wildfly.extension.undertow.Host",46,1,174
"org.wildfly.extension.undertow.Host.HostRootHandler",1,1,6
"org.wildfly.extension.undertow.Host.OptionsHandler",1,1,17
"org.wildfly.extension.undertow.HostAdd",11,2,73
"org.wildfly.extension.undertow.HostDefinition",16,3,64
"org.wildfly.extension.undertow.HostRemove",4,2,25
"org.wildfly.extension.undertow.HttpListenerAdd",8,3,34
"org.wildfly.extension.undertow.HttpListenerResourceDefinition",13,4,80
"org.wildfly.extension.undertow.HttpListenerService",13,2,95
"org.wildfly.extension.undertow.HttpsListenerAdd",6,3,31
"org.wildfly.extension.undertow.HttpsListenerResourceDefinition",14,4,72
"org.wildfly.extension.undertow.HttpsListenerService",9,3,88
"org.wildfly.extension.undertow.InMemoryModularPersistentSessionManager",3,2,19
"org.wildfly.extension.undertow.JSPConfig",10,1,52
"org.wildfly.extension.undertow.JspDefinition",13,3,201
"org.wildfly.extension.undertow.JspDefinition.JSPAdd",4,3,19
"org.wildfly.extension.undertow.JspDefinition.JSPRemove",4,3,13
"org.wildfly.extension.undertow.ListenerAdd",13,2,62
"org.wildfly.extension.undertow.ListenerRemoveHandler",3,3,12
"org.wildfly.extension.undertow.ListenerResourceDefinition",21,3,129
"org.wildfly.extension.undertow.ListenerResourceDefinition.ConnectorStat",2,n/a,31
"org.wildfly.extension.undertow.ListenerResourceDefinition.ReadStatisticHandler",4,1,42
"org.wildfly.extension.undertow.ListenerService",22,1,95
"org.wildfly.extension.undertow.ListenerService.ListenerBinding",1,1,17
"org.wildfly.extension.undertow.LocationAdd",5,2,32
"org.wildfly.extension.undertow.LocationDefinition",13,3,35
"org.wildfly.extension.undertow.LocationService",13,1,61
"org.wildfly.extension.undertow.LocationService.LocationHandler",1,1,15
"org.wildfly.extension.undertow.MimeMappingDefinition",7,3,30
"org.wildfly.extension.undertow.Namespace",7,n/a,42
"org.wildfly.extension.undertow.PersistentSessionsDefinition",12,3,41
"org.wildfly.extension.undertow.PersistentSessionsDefinition.PersistentSessionsAdd",9,3,58
"org.wildfly.extension.undertow.PersistentSessionsDefinition.PersistentSessionsRemove",5,3,18
"org.wildfly.extension.undertow.ReloadRequiredAddStepHandler",2,2,23
"org.wildfly.extension.undertow.ResetConnectorStatisticsHandler",4,1,24
"org.wildfly.extension.undertow.Server",30,1,101
"org.wildfly.extension.undertow.ServerAdd",8,3,47
"org.wildfly.extension.undertow.ServerDefinition",15,3,33
"org.wildfly.extension.undertow.ServletContainerAdd",26,3,84
"org.wildfly.extension.undertow.ServletContainerDefinition",27,3,125
"org.wildfly.extension.undertow.ServletContainerService",18,1,149
"org.wildfly.extension.undertow.SessionCookieConfig",5,1,41
"org.wildfly.extension.undertow.SessionCookieDefinition",13,3,80
"org.wildfly.extension.undertow.SessionCookieDefinition.SessionCookieAdd",4,3,19
"org.wildfly.extension.undertow.SessionCookieDefinition.SessionCookieRemove",4,3,13
"org.wildfly.extension.undertow.SingleSignOnAdd",5,2,39
"org.wildfly.extension.undertow.SingleSignOnDefinition",10,3,39
"org.wildfly.extension.undertow.SingleSignOnService",2,1,45
"org.wildfly.extension.undertow.UndertowExtension",55,1,61
"org.wildfly.extension.undertow.UndertowRootDefinition",16,3,60
"org.wildfly.extension.undertow.UndertowService",76,1,180
"org.wildfly.extension.undertow.UndertowSubsystemAdd",31,3,70
"org.wildfly.extension.undertow.UndertowSubsystemParser_1_0",31,2,186
"org.wildfly.extension.undertow.UndertowSubsystemParser_1_1",31,2,188
